date,title,description,content,source,url,title_clean,description_clean,content_clean,full_text,keywords,sp500,fed,inflation,earnings,tech,banking,recession,bull_market,bear_market,text_length,word_count,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_label
2025-10-31,ARCS 2.0: Pioneering Data Sovereignty Through Real-World Utility and Cultural Heritage,,ARCS 2.0: Pioneering Data Sovereignty Through Real-World Utility and Cultural Heritage,Finviz,https://finance.yahoo.com/m/f4c93111-9edb-3e6d-b398-20b20b913052/arcs-2.0%3A-pioneering-data.html,arcs 2.0: pioneering data sovereignty through real-world utility and cultural heritage,,arcs 2.0: pioneering data sovereignty through real-world utility and cultural heritage,arcs 2.0: pioneering data sovereignty through real-world utility and cultural heritage.,"arcs, pioneering, data, sovereignty, utility",False,False,False,False,False,False,False,False,False,87,11,0.0,0.0,1.0,0.0,neutral
2025-10-31,"Stock Market Today: Dow Rises On Amazon, Apple Earnings; Nvidia, Palantir Rebound (Live Coverage)",,"Stock Market Today: Dow Rises On Amazon, Apple Earnings; Nvidia, Palantir Rebound (Live Coverage)",Finviz,https://finance.yahoo.com/m/9146783b-d71e-33ec-a032-76c665c2c0f4/stock-market-today%3A-dow-rises.html,"stock market today: dow rises on amazon, apple earnings; nvidia, palantir rebound (live coverage)",,"stock market today: dow rises on amazon, apple earnings; nvidia, palantir rebound (live coverage)","stock market today: dow rises on amazon, apple earnings; nvidia, palantir rebound (live coverage).","stock, market, today, dow, rises",False,False,False,True,True,False,False,False,False,98,14,0.116,0.0,0.884,0.1779,positive
2025-10-30,Biotech ETFs Hovering Around a 52-Week: Here's Why,,Biotech ETFs Hovering Around a 52-Week: Here's Why,Finviz,/news/211333/biotech-etfs-hovering-around-a-52-week-heres-why,biotech etfs hovering around a 52-week: here's why,,biotech etfs hovering around a 52-week: here's why,biotech etfs hovering around a 52-week: here's why.,"biotech, etfs, hovering, around",False,False,False,False,False,False,False,False,False,51,8,0.0,0.0,1.0,0.0,neutral
2025-10-30,Stock Market Today: Dow Falls After Trump-Xi Talks; Meta Plunges On Cost Worries (Live Coverage),,Stock Market Today: Dow Falls After Trump-Xi Talks; Meta Plunges On Cost Worries (Live Coverage),Finviz,https://finance.yahoo.com/m/feaa48e6-1655-3345-8855-6400897140af/stock-market-today%3A-dow-falls.html,stock market today: dow falls after trump-xi talks; meta plunges on cost worries (live coverage),,stock market today: dow falls after trump-xi talks; meta plunges on cost worries (live coverage),stock market today: dow falls after trump-xi talks; meta plunges on cost worries (live coverage).,"stock, market, today, dow, falls",False,False,False,False,False,False,False,False,False,97,15,0.0,0.167,0.833,-0.4215,negative
2025-10-30,Stock investors head into November saying thanks to a market that keeps on giving,,Stock investors head into November saying thanks to a market that keeps on giving,Finviz,https://www.marketwatch.com/story/stock-investors-head-into-november-saying-thanks-to-a-market-that-keeps-on-giving-dfbbdfed?mod=mw_FV,stock investors head into november saying thanks to a market that keeps on giving,,stock investors head into november saying thanks to a market that keeps on giving,stock investors head into november saying thanks to a market that keeps on giving.,"stock, investors, head, november, saying",False,False,False,False,False,False,False,False,False,82,14,0.306,0.0,0.694,0.6486,positive
2025-10-30,"FXCubic Bridge: Achieves Record 3,000 Yards Retail Trading Volume Milestone",,"FXCubic Bridge: Achieves Record 3,000 Yards Retail Trading Volume Milestone",Finviz,https://finance.yahoo.com/m/b8d560df-f2e3-3cff-88a9-d8821a628b36/fxcubic-bridge%3A-achieves.html,"fxcubic bridge: achieves record 3,000 yards retail trading volume milestone",,"fxcubic bridge: achieves record 3,000 yards retail trading volume milestone","fxcubic bridge: achieves record 3,000 yards retail trading volume milestone.","fxcubic, bridge, achieves, record, yards",False,False,False,False,False,False,False,False,False,76,10,0.0,0.0,1.0,0.0,neutral
2025-10-30,Worried About an AI Bubble? Look to Surging International Stocks,,Worried About an AI Bubble? Look to Surging International Stocks,Finviz,/news/211976/worried-about-an-ai-bubble-look-to-surging-international-stocks,worried about an ai bubble? look to surging international stocks,,worried about an ai bubble? look to surging international stocks,worried about an ai bubble? look to surging international stocks.,"worried, bubble, look, surging, international",False,False,False,False,False,False,False,False,False,65,10,0.0,0.196,0.804,-0.296,negative
2025-10-30,Hetu 3.0 - Deep Intelligence Money - Turning verified intelligence into liquid capital,,Hetu 3.0 - Deep Intelligence Money - Turning verified intelligence into liquid capital,Finviz,https://finance.yahoo.com/m/6f8ba63c-1bea-3329-95ee-52eb75b46174/hetu-3.0-deep-intelligence.html,hetu 3.0 - deep intelligence money - turning verified intelligence into liquid capital,,hetu 3.0 - deep intelligence money - turning verified intelligence into liquid capital,hetu 3.0 - deep intelligence money - turning verified intelligence into liquid capital.,"intelligence, hetu, deep, money, turning",False,False,False,False,False,False,False,False,False,87,13,0.36,0.0,0.64,0.7351,positive
2025-10-30,Stock Market Today: Nasdaq Slumps As Meta Dives On Cost Concerns; Chipotle Plunges (Live Coverage),,Stock Market Today: Nasdaq Slumps As Meta Dives On Cost Concerns; Chipotle Plunges (Live Coverage),Finviz,https://finance.yahoo.com/m/feaa48e6-1655-3345-8855-6400897140af/stock-market-today%3A-nasdaq.html,stock market today: nasdaq slumps as meta dives on cost concerns; chipotle plunges (live coverage),,stock market today: nasdaq slumps as meta dives on cost concerns; chipotle plunges (live coverage),stock market today: nasdaq slumps as meta dives on cost concerns; chipotle plunges (live coverage).,"stock, market, today, nasdaq, slumps",False,False,False,False,False,False,False,False,False,99,15,0.0,0.0,1.0,0.0,neutral
2025-10-29,Is This The Best ETF to Invest In Ahead of Potential AI Bubble Burst?,,Is This The Best ETF to Invest In Ahead of Potential AI Bubble Burst?,Finviz,/news/210015/is-this-the-best-etf-to-invest-in-ahead-of-potential-ai-bubble-burst,is this the best etf to invest in ahead of potential ai bubble burst?,,is this the best etf to invest in ahead of potential ai bubble burst?,is this the best etf to invest in ahead of potential ai bubble burst?.,"best, etf, invest, ahead, potential",False,False,False,False,False,False,False,False,False,70,14,0.244,0.0,0.756,0.6369,positive
2025-10-29,FBS Enhances Trading Experience with an Economic Calendar and Price Alerts,,FBS Enhances Trading Experience with an Economic Calendar and Price Alerts,Finviz,https://finance.yahoo.com/m/2e903e2a-7b14-3864-84f6-25e45aa9618d/fbs-enhances-trading.html,fbs enhances trading experience with an economic calendar and price alerts,,fbs enhances trading experience with an economic calendar and price alerts,fbs enhances trading experience with an economic calendar and price alerts.,"fbs, enhances, trading, experience, economic",False,False,False,False,False,False,False,False,False,75,11,0.0,0.0,1.0,0.0,neutral
2025-10-29,"Stock Market Today: Dow Rises Ahead Of Fed Rate Decision, Powell; Nvidia Surges To New Highs (Live Coverage)",,"Stock Market Today: Dow Rises Ahead Of Fed Rate Decision, Powell; Nvidia Surges To New Highs (Live Coverage)",Finviz,https://finance.yahoo.com/m/36b75772-ea5d-31ab-8a16-f2491f1884e4/stock-market-today%3A-dow-rises.html,"stock market today: dow rises ahead of fed rate decision, powell; nvidia surges to new highs (live coverage)",,"stock market today: dow rises ahead of fed rate decision, powell; nvidia surges to new highs (live coverage)","stock market today: dow rises ahead of fed rate decision, powell; nvidia surges to new highs (live coverage).","stock, market, today, dow, rises",False,True,False,False,False,False,False,False,False,109,18,0.0,0.0,1.0,0.0,neutral
2025-10-28,Stock Market Today: Dow Rises As Fed Meeting Starts; UnitedHealth Jumps On Earnings (Live Coverage),,Stock Market Today: Dow Rises As Fed Meeting Starts; UnitedHealth Jumps On Earnings (Live Coverage),Finviz,https://finance.yahoo.com/m/5554fdb9-ef46-3b9f-995c-7c508afc4e88/stock-market-today%3A-dow-rises.html,stock market today: dow rises as fed meeting starts; unitedhealth jumps on earnings (live coverage),,stock market today: dow rises as fed meeting starts; unitedhealth jumps on earnings (live coverage),stock market today: dow rises as fed meeting starts; unitedhealth jumps on earnings (live coverage).,"stock, market, today, dow, rises",False,True,False,True,False,False,False,False,False,100,15,0.0,0.0,1.0,0.0,neutral
2025-10-28,"How I'd Invest My First $1,000 in Stocks (and Why Buffett Would Approve)",,"How I'd Invest My First $1,000 in Stocks (and Why Buffett Would Approve)",Finviz,/news/206322/how-id-invest-my-first-1000-in-stocks-and-why-buffett-would-approve,"how i'd invest my first $1,000 in stocks (and why buffett would approve)",,"how i'd invest my first $1,000 in stocks (and why buffett would approve)","how i'd invest my first $1,000 in stocks (and why buffett would approve).","invest, first, stocks, buffett, would",False,False,False,False,False,False,False,False,False,73,13,0.0,0.0,1.0,0.0,neutral
2025-10-27,5 Different ETFs for Every Kind of Investor,,5 Different ETFs for Every Kind of Investor,Finviz,/news/205669/5-different-etfs-for-every-kind-of-investor,5 different etfs for every kind of investor,,5 different etfs for every kind of investor,5 different etfs for every kind of investor.,"different, etfs, every, kind, investor",False,False,False,False,False,False,False,False,False,44,8,0.0,0.0,1.0,0.0,neutral
2025-10-27,Stock Market Today: Dow Up On U.S.-China Trade Hopes; These Rare Earth Stocks Plummet (Live Coverage),,Stock Market Today: Dow Up On U.S.-China Trade Hopes; These Rare Earth Stocks Plummet (Live Coverage),Finviz,https://finance.yahoo.com/m/8c0f2a09-f3a2-3a4b-aafd-c139836fa0b7/stock-market-today%3A-dow-up-on.html,stock market today: dow up on u.s.-china trade hopes; these rare earth stocks plummet (live coverage),,stock market today: dow up on u.s.-china trade hopes; these rare earth stocks plummet (live coverage),stock market today: dow up on u.s.-china trade hopes; these rare earth stocks plummet (live coverage).,"stock, market, today, dow, trade",False,False,False,False,False,False,False,False,False,102,16,0.157,0.0,0.843,0.4215,positive
2025-10-27,"Stock Market Today: Dow Rises On Trade Deal Optimism; Nvidia, Palantir, Tesla Rally (Live Coverage)",,"Stock Market Today: Dow Rises On Trade Deal Optimism; Nvidia, Palantir, Tesla Rally (Live Coverage)",Finviz,https://finance.yahoo.com/m/8c0f2a09-f3a2-3a4b-aafd-c139836fa0b7/stock-market-today%3A-dow-rises.html,"stock market today: dow rises on trade deal optimism; nvidia, palantir, tesla rally (live coverage)",,"stock market today: dow rises on trade deal optimism; nvidia, palantir, tesla rally (live coverage)","stock market today: dow rises on trade deal optimism; nvidia, palantir, tesla rally (live coverage).","stock, market, today, dow, rises",False,False,False,False,False,False,False,False,False,100,15,0.2,0.0,0.8,0.5423,positive
2025-10-27,Russell 2000 Beats S&P 500 Over Past 6 Months: ETFs in Focus,,Russell 2000 Beats S&P 500 Over Past 6 Months: ETFs in Focus,Finviz,/news/205089/russell-2000-beats-sp-500-over-past-6-months-etfs-in-focus,russell 2000 beats sp 500 over past 6 months: etfs in focus,,russell 2000 beats sp 500 over past 6 months: etfs in focus,russell 2000 beats sp 500 over past 6 months: etfs in focus.,"russell, beats, over, past, months",True,False,False,False,False,False,False,False,False,60,12,0.0,0.0,1.0,0.0,neutral
2025-10-27,"Meet the Warren Buffett ETF That Turned $10,000 Into Over $253,000",,"Meet the Warren Buffett ETF That Turned $10,000 Into Over $253,000",Finviz,/news/204990/meet-the-warren-buffett-etf-that-turned-10000-into-over-253000,"meet the warren buffett etf that turned $10,000 into over $253,000",,"meet the warren buffett etf that turned $10,000 into over $253,000","meet the warren buffett etf that turned $10,000 into over $253,000.","meet, warren, buffett, etf, turned",False,False,False,False,False,False,False,False,False,67,11,0.0,0.0,1.0,0.0,neutral
2025-10-26,Here's How Much You'd Need to Invest in an S&P 500 Index Fund Each Month to Grow Your Portfolio to $1 Million Within 30 Years,,Here's How Much You'd Need to Invest in an S&P 500 Index Fund Each Month to Grow Your Portfolio to $1 Million Within 30 Years,Finviz,/news/204637/heres-how-much-youd-need-to-invest-in-an-sp-500-index-fund-each-month-to-grow-your-portfolio-to-1-million-within-30-years,here's how much you'd need to invest in an sp 500 index fund each month to grow your portfolio to $1 million within 30 years,,here's how much you'd need to invest in an sp 500 index fund each month to grow your portfolio to $1 million within 30 years,here's how much you'd need to invest in an sp 500 index fund each month to grow your portfolio to $1 million within 30 years.,"much, need, invest, index, fund",True,False,False,False,False,False,False,False,False,125,25,0.0,0.0,1.0,0.0,neutral
2025-10-24,Stock Market Today: Dow Up On Surprise Inflation Data; Deckers Hit On Earnings (Live Coverage),,Stock Market Today: Dow Up On Surprise Inflation Data; Deckers Hit On Earnings (Live Coverage),Finviz,https://finance.yahoo.com/m/8ac3d5de-4ca6-3321-9e42-ab7993604539/stock-market-today%3A-dow-up-on.html,stock market today: dow up on surprise inflation data; deckers hit on earnings (live coverage),,stock market today: dow up on surprise inflation data; deckers hit on earnings (live coverage),stock market today: dow up on surprise inflation data; deckers hit on earnings (live coverage).,"stock, market, today, dow, surprise",False,False,True,True,False,False,False,False,False,95,15,0.13,0.0,0.87,0.2732,positive
2025-10-24,"RIVER Gains 5x Following Binance Perp Listing, Supported by Time-Encoded Airdrop Conversion",,"RIVER Gains 5x Following Binance Perp Listing, Supported by Time-Encoded Airdrop Conversion",Finviz,https://finance.yahoo.com/m/4f07d190-da54-357b-bf35-e47fd43929a3/river-gains-5x-following.html,"river gains 5x following binance perp listing, supported by time-encoded airdrop conversion",,"river gains 5x following binance perp listing, supported by time-encoded airdrop conversion","river gains 5x following binance perp listing, supported by time-encoded airdrop conversion.","river, gains, following, binance, perp",False,False,False,False,False,False,False,False,False,92,12,0.32,0.0,0.68,0.5719,positive
2025-10-24,What this week's gold-price decline might signal for your investment portfolio,,What this week's gold-price decline might signal for your investment portfolio,Finviz,https://www.marketwatch.com/story/what-this-weeks-gold-price-decline-might-signal-for-your-investment-portfolio-5be75168?mod=mw_FV,what this week's gold-price decline might signal for your investment portfolio,,what this week's gold-price decline might signal for your investment portfolio,what this week's gold-price decline might signal for your investment portfolio.,"week, decline, might, signal, investment",False,False,False,False,False,False,False,False,False,79,11,0.0,0.0,1.0,0.0,neutral
2025-10-24,Stock Market Today: Dow Rallies On Surprise Inflation Data; Deckers Hit On Earnings (Live Coverage),,Stock Market Today: Dow Rallies On Surprise Inflation Data; Deckers Hit On Earnings (Live Coverage),Finviz,https://finance.yahoo.com/m/8ac3d5de-4ca6-3321-9e42-ab7993604539/stock-market-today%3A-dow.html,stock market today: dow rallies on surprise inflation data; deckers hit on earnings (live coverage),,stock market today: dow rallies on surprise inflation data; deckers hit on earnings (live coverage),stock market today: dow rallies on surprise inflation data; deckers hit on earnings (live coverage).,"stock, market, today, dow, rallies",False,False,True,True,False,False,False,False,False,100,15,0.13,0.0,0.87,0.2732,positive
2025-10-24,Stock Market Today: Dow Up Ahead Of Inflation Data; Deckers Hit On Earnings (Live Coverage),,Stock Market Today: Dow Up Ahead Of Inflation Data; Deckers Hit On Earnings (Live Coverage),Finviz,https://finance.yahoo.com/m/8ac3d5de-4ca6-3321-9e42-ab7993604539/stock-market-today%3A-dow-up.html,stock market today: dow up ahead of inflation data; deckers hit on earnings (live coverage),,stock market today: dow up ahead of inflation data; deckers hit on earnings (live coverage),stock market today: dow up ahead of inflation data; deckers hit on earnings (live coverage).,"stock, market, today, dow, ahead",False,False,True,True,False,False,False,False,False,92,15,0.0,0.0,1.0,0.0,neutral
2025-10-23,The race to launch ever-riskier leveraged ETFs in the U.S. is heating up,,The race to launch ever-riskier leveraged ETFs in the U.S. is heating up,Finviz,https://www.marketwatch.com/story/the-race-to-launch-ever-riskier-leveraged-etfs-in-the-u-s-is-heating-up-c634cd84?mod=mw_FV,the race to launch ever-riskier leveraged etfs in the u.s. is heating up,,the race to launch ever-riskier leveraged etfs in the u.s. is heating up,the race to launch ever-riskier leveraged etfs in the u.s. is heating up.,"race, launch, leveraged, etfs, heating",False,False,False,False,False,False,False,False,False,73,13,0.0,0.0,1.0,0.0,neutral
2025-10-23,FBS: The Market Learns to Move Without the Fed,,FBS: The Market Learns to Move Without the Fed,Finviz,https://finance.yahoo.com/m/03b88554-5edc-3f3f-a3a0-1b5c46d6b572/fbs%3A-the-market-learns-to.html,fbs: the market learns to move without the fed,,fbs: the market learns to move without the fed,fbs: the market learns to move without the fed.,"fbs, market, learns, move, without",False,True,False,False,False,False,False,False,False,47,9,0.0,0.0,1.0,0.0,neutral
2025-10-23,10 stocks primed for growth in the S&P 500's cheapest sectors,,10 stocks primed for growth in the S&P 500's cheapest sectors,Finviz,https://www.marketwatch.com/story/10-stocks-primed-for-growth-in-the-s-p-500s-cheapest-sectors-74efe3ce?mod=mw_FV,10 stocks primed for growth in the sp 500's cheapest sectors,,10 stocks primed for growth in the sp 500's cheapest sectors,10 stocks primed for growth in the sp 500's cheapest sectors.,"stocks, primed, growth, cheapest, sectors",True,False,False,False,False,False,False,False,False,61,11,0.206,0.0,0.794,0.3818,positive
2025-10-23,Aster Unveils Rocket Launch: A Gateway to Early-Stage Crypto Projects and Trading Rewards,,Aster Unveils Rocket Launch: A Gateway to Early-Stage Crypto Projects and Trading Rewards,Finviz,https://finance.yahoo.com/m/ac587fbb-d4fc-3b95-8fd1-760dd0df2589/aster-unveils-rocket-launch%3A.html,aster unveils rocket launch: a gateway to early-stage crypto projects and trading rewards,,aster unveils rocket launch: a gateway to early-stage crypto projects and trading rewards,aster unveils rocket launch: a gateway to early-stage crypto projects and trading rewards.,"aster, unveils, rocket, launch, gateway",False,False,False,False,False,False,False,False,False,90,13,0.205,0.0,0.795,0.4767,positive
2025-10-23,Risk Management is Crucial as Chart Support Comes Into Play for SPY. Heres Your Trading Blueprint,,Risk Management is Crucial as Chart Support Comes Into Play for SPY. Heres Your Trading Blueprint,Finviz,https://finance.yahoo.com/m/e2a181e5-15a7-3923-b695-f2d7689b3d46/risk-management-is-crucial-as.html,risk management is crucial as chart support comes into play for spy. heres your trading blueprint,,risk management is crucial as chart support comes into play for spy. heres your trading blueprint,risk management is crucial as chart support comes into play for spy. heres your trading blueprint.,"risk, management, crucial, chart, support",False,False,False,False,False,False,False,False,False,98,16,0.252,0.104,0.644,0.4588,positive
2025-10-23,Stock Market Today: Dow Jones Index Starts To Gain As Tesla Dives On Earnings (Live Coverage),,Stock Market Today: Dow Jones Index Starts To Gain As Tesla Dives On Earnings (Live Coverage),Finviz,https://finance.yahoo.com/m/b3f69a70-49e9-3bef-9aca-3bc457f21690/stock-market-today%3A-dow-jones.html,stock market today: dow jones index starts to gain as tesla dives on earnings (live coverage),,stock market today: dow jones index starts to gain as tesla dives on earnings (live coverage),stock market today: dow jones index starts to gain as tesla dives on earnings (live coverage).,"stock, market, today, dow, jones",False,False,False,True,False,False,False,False,False,94,16,0.185,0.0,0.815,0.5267,positive
2025-10-23,PrimeXBT Appoints Financial Expert Kearabilwe Nonyana as VIP Account Manager in South Africa,,PrimeXBT Appoints Financial Expert Kearabilwe Nonyana as VIP Account Manager in South Africa,Finviz,https://finance.yahoo.com/m/18b6103f-e4bb-375d-8ce8-39b445e55a99/primexbt-appoints-financial.html,primexbt appoints financial expert kearabilwe nonyana as vip account manager in south africa,,primexbt appoints financial expert kearabilwe nonyana as vip account manager in south africa,primexbt appoints financial expert kearabilwe nonyana as vip account manager in south africa.,"primexbt, appoints, financial, expert, kearabilwe",False,False,False,False,False,False,False,False,False,93,13,0.216,0.0,0.784,0.5106,positive
2025-10-23,Roba Shatters Closed Systems: The People's Robotics Platform Launches To Dominate $218b Industry,,Roba Shatters Closed Systems: The People's Robotics Platform Launches To Dominate $218b Industry,Finviz,https://finance.yahoo.com/m/70c4daae-18cf-3b56-a91b-94ec23bc21c1/roba-shatters-closed-systems%3A.html,roba shatters closed systems: the people's robotics platform launches to dominate $218b industry,,roba shatters closed systems: the people's robotics platform launches to dominate $218b industry,roba shatters closed systems: the people's robotics platform launches to dominate $218b industry.,"roba, shatters, closed, systems, people",False,False,False,False,False,False,False,False,False,97,13,0.0,0.111,0.889,-0.128,negative
2025-10-22,Stock Market Today: Dow Drops As Netflix Dives On Earnings Miss; Tesla Results Next (Live Coverage),,Stock Market Today: Dow Drops As Netflix Dives On Earnings Miss; Tesla Results Next (Live Coverage),Finviz,https://finance.yahoo.com/m/66519fc0-c0aa-3d07-ae54-1dfad226336c/stock-market-today%3A-dow-drops.html,stock market today: dow drops as netflix dives on earnings miss; tesla results next (live coverage),,stock market today: dow drops as netflix dives on earnings miss; tesla results next (live coverage),stock market today: dow drops as netflix dives on earnings miss; tesla results next (live coverage).,"stock, market, today, dow, drops",False,False,False,True,False,False,False,False,False,100,16,0.0,0.096,0.904,-0.1531,negative
2025-10-22,Bank ETFs in Red Over the Past Month: Pain or Gain Ahead? (Revised),,Bank ETFs in Red Over the Past Month: Pain or Gain Ahead? (Revised),Finviz,/news/201031/bank-etfs-in-red-over-the-past-month-pain-or-gain-ahead-revised,bank etfs in red over the past month: pain or gain ahead? (revised),,bank etfs in red over the past month: pain or gain ahead? (revised),bank etfs in red over the past month: pain or gain ahead? (revised).,"bank, etfs, red, over, past",False,False,False,False,False,True,False,False,False,68,13,0.192,0.186,0.621,0.0258,neutral
2025-10-22,Why SPY Bled $31B This Year,,Why SPY Bled $31B This Year,Finviz,https://finance.yahoo.com/m/d394ff0a-e017-3443-8bea-3a8c68192745/why-spy-bled-%2431b-this-year.html,why spy bled $31b this year,,why spy bled $31b this year,why spy bled $31b this year.,"spy, bled, year",False,False,False,False,False,False,False,False,False,28,6,0.0,0.0,1.0,0.0,neutral
2025-10-22,Stock Market Today: Dow Wavers As Netflix Dives On Earnings Miss; Tesla Results Next (Live Coverage),,Stock Market Today: Dow Wavers As Netflix Dives On Earnings Miss; Tesla Results Next (Live Coverage),Finviz,https://finance.yahoo.com/m/66519fc0-c0aa-3d07-ae54-1dfad226336c/stock-market-today%3A-dow.html,stock market today: dow wavers as netflix dives on earnings miss; tesla results next (live coverage),,stock market today: dow wavers as netflix dives on earnings miss; tesla results next (live coverage),stock market today: dow wavers as netflix dives on earnings miss; tesla results next (live coverage).,"stock, market, today, dow, wavers",False,False,False,True,False,False,False,False,False,101,16,0.0,0.096,0.904,-0.1531,negative
2025-10-22,The Simplest Buffett-Inspired Portfolio You Can Build With Just $500,,The Simplest Buffett-Inspired Portfolio You Can Build With Just $500,Finviz,/news/200187/the-simplest-buffett-inspired-portfolio-you-can-build-with-just-500,the simplest buffett-inspired portfolio you can build with just $500,,the simplest buffett-inspired portfolio you can build with just $500,the simplest buffett-inspired portfolio you can build with just $500.,"simplest, portfolio, build",False,False,False,False,False,False,False,False,False,69,10,0.0,0.0,1.0,0.0,neutral
2025-10-22,Stock Market Today: Dow Falls As Netflix Dives On Earnings Miss; Tesla Results Next (Live Coverage),,Stock Market Today: Dow Falls As Netflix Dives On Earnings Miss; Tesla Results Next (Live Coverage),Finviz,https://finance.yahoo.com/m/66519fc0-c0aa-3d07-ae54-1dfad226336c/stock-market-today%3A-dow-falls.html,stock market today: dow falls as netflix dives on earnings miss; tesla results next (live coverage),,stock market today: dow falls as netflix dives on earnings miss; tesla results next (live coverage),stock market today: dow falls as netflix dives on earnings miss; tesla results next (live coverage).,"stock, market, today, dow, falls",False,False,False,True,False,False,False,False,False,100,16,0.0,0.096,0.904,-0.1531,negative
2025-10-21,Stock Market Today: Dow Inches Up Near Record; GM Stock Surges On Earnings (Live Coverage),,Stock Market Today: Dow Inches Up Near Record; GM Stock Surges On Earnings (Live Coverage),Finviz,https://finance.yahoo.com/m/f1f4fb8a-228b-3264-9bd2-5ad6f6d549b8/stock-market-today%3A-dow.html,stock market today: dow inches up near record; gm stock surges on earnings (live coverage),,stock market today: dow inches up near record; gm stock surges on earnings (live coverage),stock market today: dow inches up near record; gm stock surges on earnings (live coverage).,"stock, market, today, dow, inches",False,False,False,True,False,False,False,False,False,91,15,0.0,0.0,1.0,0.0,neutral
2025-10-21,Bank ETFs in Red Over the Past Month: Pain or Gain Ahead?,,Bank ETFs in Red Over the Past Month: Pain or Gain Ahead?,Finviz,/news/198628/bank-etfs-in-red-over-the-past-month-pain-or-gain-ahead,bank etfs in red over the past month: pain or gain ahead?,,bank etfs in red over the past month: pain or gain ahead?,bank etfs in red over the past month: pain or gain ahead?.,"bank, etfs, red, over, past",False,False,False,False,False,True,False,False,False,58,12,0.204,0.198,0.599,0.0258,neutral
2025-10-20,Limitless Prediction Market Closes $10M Seed Round Ahead of LMTS Token Launch,,Limitless Prediction Market Closes $10M Seed Round Ahead of LMTS Token Launch,Finviz,https://finance.yahoo.com/m/3c156e19-2aee-35e6-b3d7-2c2d2e558afd/limitless-prediction-market.html,limitless prediction market closes $10m seed round ahead of lmts token launch,,limitless prediction market closes $10m seed round ahead of lmts token launch,limitless prediction market closes $10m seed round ahead of lmts token launch.,"limitless, prediction, market, closes, seed",False,False,False,False,False,False,False,False,False,78,12,0.0,0.0,1.0,0.0,neutral
2025-10-20,Biotech ETFs Bounce Back in 2025: Here's Why,,Biotech ETFs Bounce Back in 2025: Here's Why,Finviz,/news/197172/biotech-etfs-bounce-back-in-2025-heres-why,biotech etfs bounce back in 2025: here's why,,biotech etfs bounce back in 2025: here's why,biotech etfs bounce back in 2025: here's why.,"biotech, etfs, bounce, back",False,False,False,False,False,False,False,False,False,45,8,0.0,0.0,1.0,0.0,neutral
2025-10-20,"Stock Market Today: Dow Rises Ahead Of U.S.-China Trade Talks; Netflix, Tesla Earnings Loom (Live Coverage)",,"Stock Market Today: Dow Rises Ahead Of U.S.-China Trade Talks; Netflix, Tesla Earnings Loom (Live Coverage)",Finviz,https://finance.yahoo.com/m/6feac10b-bda0-3094-8490-86888db2fcc6/stock-market-today%3A-dow-rises.html,"stock market today: dow rises ahead of u.s.-china trade talks; netflix, tesla earnings loom (live coverage)",,"stock market today: dow rises ahead of u.s.-china trade talks; netflix, tesla earnings loom (live coverage)","stock market today: dow rises ahead of u.s.-china trade talks; netflix, tesla earnings loom (live coverage).","stock, market, today, dow, rises",False,False,False,True,False,False,False,False,False,108,16,0.0,0.112,0.888,-0.2263,negative
2025-10-20,OGRD Alliance Expands OncoVix and PLPC-DB Initiatives from the Emirates to Asia and MENA Regions,,OGRD Alliance Expands OncoVix and PLPC-DB Initiatives from the Emirates to Asia and MENA Regions,Finviz,https://finance.yahoo.com/m/bddad53b-9772-3a0e-bcf2-5a5a8be17261/ogrd-alliance-expands-oncovix.html,ogrd alliance expands oncovix and plpc-db initiatives from the emirates to asia and mena regions,,ogrd alliance expands oncovix and plpc-db initiatives from the emirates to asia and mena regions,ogrd alliance expands oncovix and plpc-db initiatives from the emirates to asia and mena regions.,"ogrd, alliance, expands, oncovix, initiatives",False,False,False,False,False,False,False,False,False,97,15,0.091,0.0,0.909,0.1027,positive
2025-10-20,Daily ETF Flows: SPY Tops the List,,Daily ETF Flows: SPY Tops the List,Finviz,https://finance.yahoo.com/m/b6b594d6-0dd3-3e47-9101-7f2f73832cf4/daily-etf-flows%3A-spy-tops-the.html,daily etf flows: spy tops the list,,daily etf flows: spy tops the list,daily etf flows: spy tops the list.,"daily, etf, flows, spy, tops",False,False,False,False,False,False,False,False,False,35,7,0.355,0.0,0.645,0.5106,positive
2025-10-18,Billionaire Tim Draper Leads $3.2M Seed Round for Ryder to Replace Seed Phrases With TapSafe Recovery,,Billionaire Tim Draper Leads $3.2M Seed Round for Ryder to Replace Seed Phrases With TapSafe Recovery,Finviz,https://finance.yahoo.com/m/2d34b538-6fe0-329e-94d4-547643adf302/billionaire-tim-draper-leads.html,billionaire tim draper leads $3.2m seed round for ryder to replace seed phrases with tapsafe recovery,,billionaire tim draper leads $3.2m seed round for ryder to replace seed phrases with tapsafe recovery,billionaire tim draper leads $3.2m seed round for ryder to replace seed phrases with tapsafe recovery.,"seed, billionaire, tim, draper, leads",False,False,False,False,False,False,False,False,False,102,16,0.0,0.0,1.0,0.0,neutral
